IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
520063,Brestov (HE),595,48.9745682,21.8921922,520063.0,Pellegrini,0.42,0.83,0.42,21.25,27.92,0.0,4.17,5.0,0.0,40.0,0.0
520071,Brestov nad Laborcom,106,49.1127588,21.9514178,520071.0,Pellegrini,0.0,0.0,0.0,5.88,23.53,2.94,0.0,29.41,0.0,38.24,0.0
520080,Brezovec - Березовець,39,48.9398845,22.3930039,520080.0,Pellegrini,0.0,0.0,0.0,33.33,13.33,0.0,0.0,0.0,0.0,53.33,0.0
520098,Čabalovce - Чабалівцї,322,49.2287319,21.9683319,520098.0,Pellegrini,0.0,0.0,0.0,13.33,16.19,2.86,1.9,0.95,0.0,64.76,0.0
520101,Čabiny - Грабова Розтока,320,49.1897684,21.9043428,520101.0,Pellegrini,0.0,0.0,0.0,14.97,12.93,0.0,0.0,1.36,0.0,70.75,0.0
520110,Černina,154,49.0539137,21.8237117,520110.0,Pellegrini,0.0,0.0,0.0,10.23,21.59,0.0,1.14,0.0,1.14,65.91,0.0
520128,Čertižné - Чертижне,323,49.3615802,21.8227733,520128.0,Pellegrini,0.0,1.2,0.0,7.19,9.58,1.2,1.2,1.8,0.0,77.84,0.0
520136,Čukalovce - nan,162,49.096789,22.1597444,520136.0,Pellegrini,0.0,0.0,0.0,33.7,15.22,0.0,1.09,0.0,0.0,50.0,0.0
520152,Dedačov,159,49.0350386,21.9818919,520152.0,Pellegrini,0.0,0.0,0.0,16.67,8.33,0.0,0.0,2.78,0.0,72.22,0.0
520161,Dlhé nad Cirochou,1893,48.9651277,22.0658884,520161.0,Pellegrini,0.27,0.54,0.0,16.64,26.98,0.54,1.48,3.09,0.13,50.2,0.13
520179,Dúbrava (SV),212,48.8803357,22.3531959,520179.0,Pellegrini,0.0,1.49,0.0,7.46,5.97,0.0,0.0,2.99,0.0,82.09,0.0
520187,Habura - nan,467,49.3371923,21.8686741,520187.0,Pellegrini,0.0,1.37,0.46,18.72,23.74,1.37,2.28,2.74,0.0,49.32,0.0
520195,Hankovce (HE),503,49.0297605,21.9408691,520195.0,Korčok,0.0,0.91,0.0,10.45,46.36,0.91,1.36,3.64,0.0,36.36,0.0
520209,Hostovice,252,49.1283513,22.1576912,520209.0,Pellegrini,0.0,0.0,0.0,23.62,11.81,0.0,0.79,0.79,0.0,62.99,0.0
520217,Hrabová Roztoka - nan,57,48.8760194,22.2886053,520217.0,Pellegrini,0.0,0.0,0.0,17.86,3.57,3.57,3.57,3.57,0.0,67.86,0.0
520225,Hrabovec nad Laborcom,501,49.0916033,21.9215921,520225.0,Pellegrini,0.0,0.0,0.42,13.75,37.92,0.83,1.67,2.5,0.0,42.92,0.0
520233,Hrubov,478,49.0932552,21.8693784,520233.0,Pellegrini,0.55,1.1,0.0,10.99,29.67,0.55,2.75,1.65,0.0,52.75,0.0
520241,Hudcovce,395,48.9118777,21.7925726,520241.0,Pellegrini,0.54,0.0,0.54,12.9,26.88,0.0,1.08,5.91,0.54,51.08,0.54
520250,Rokytov pri Humennom,280,49.1096119,22.0020028,520250.0,Pellegrini,0.0,1.29,0.65,14.84,14.84,0.0,1.29,3.23,0.0,63.87,0.0
520268,Chlmec,588,48.8834788,21.9410079,520268.0,Pellegrini,0.0,1.2,0.4,16.33,21.91,0.4,0.8,1.59,0.0,56.97,0.4
520276,Jabloň,392,49.0634955,21.9893282,520276.0,Pellegrini,0.0,0.73,0.0,8.03,37.96,1.46,1.46,2.19,0.73,47.45,0.0
520284,Jalová - Ялова,64,49.0393606,22.2326323,520284.0,Pellegrini,0.0,0.0,0.0,11.54,7.69,0.0,0.0,3.85,0.0,76.92,0.0
520292,Jankovce,267,49.0585437,21.803164,520292.0,Pellegrini,0.0,0.0,0.0,27.34,30.94,0.0,1.44,0.72,0.0,39.57,0.0
520314,Kalinov - Калинів,261,49.3324676,21.9333946,520314.0,Pellegrini,0.0,0.0,0.0,7.0,31.0,1.0,0.0,1.0,0.0,60.0,0.0
520322,Kalná Roztoka - Кална Розтока,539,48.9856386,22.3196841,520322.0,Pellegrini,0.0,0.0,0.0,18.23,8.29,0.0,0.0,4.97,0.0,68.51,0.0
520331,Kamenica nad Cirochou,2275,48.9365231,22.006355,520331.0,Pellegrini,0.12,0.35,0.0,11.85,26.01,0.0,1.61,0.92,0.0,58.92,0.23
520349,Kamienka (HE),526,48.9077863,21.9976369,520349.0,Pellegrini,0.0,0.0,0.0,13.0,24.0,1.0,2.5,2.5,0.0,56.5,0.5
520357,Karná,458,48.986972,21.7995829,520357.0,Pellegrini,0.0,0.7,0.0,9.09,16.78,0.0,1.4,2.1,0.0,69.93,0.0
520365,Klenová - Кленова,508,48.9473485,22.3329205,520365.0,Pellegrini,0.6,0.0,0.0,27.71,10.84,0.0,0.6,4.22,0.0,56.02,0.0
520373,Kochanovce (HE),737,48.9554464,21.9493129,520373.0,Pellegrini,0.0,0.3,0.3,13.94,30.3,0.61,1.21,1.52,0.0,51.82,0.0
520381,Kolbasov,68,49.0062129,22.377564,520381.0,Pellegrini,0.0,0.0,0.0,2.44,17.07,2.44,0.0,0.0,0.0,78.05,0.0
520390,Kolonica - Колоніця,538,48.9505692,22.251488,520390.0,Pellegrini,0.95,0.47,0.0,15.64,16.59,0.0,2.37,0.47,0.0,63.51,0.0
520403,Koškovce,574,49.0534959,21.9441914,520403.0,Korčok,0.0,0.0,0.0,12.66,42.36,0.0,1.31,2.62,0.0,41.05,0.0
520411,Krásny Brod - Красный Брід,467,49.2396091,21.9053847,520411.0,Pellegrini,0.0,0.0,0.0,13.18,19.38,0.78,5.43,7.75,0.0,53.49,0.0
520438,Ladomirov - Ладомирів,267,48.9221195,22.2895965,520438.0,Pellegrini,0.0,1.19,0.0,4.76,22.62,0.0,1.19,2.38,0.0,67.86,0.0
520446,Lieskovec (HE),434,48.9530913,21.8157611,520446.0,Pellegrini,0.0,0.98,0.0,18.54,27.8,0.49,0.0,2.44,0.49,49.27,0.0
520454,Ľubiša,818,49.0035253,21.9349167,520454.0,Pellegrini,0.0,0.82,0.27,11.78,35.89,0.55,2.19,3.84,0.27,44.38,0.0
520462,Lukačovce,465,49.024855,21.7881062,520462.0,Pellegrini,0.0,1.26,0.0,10.69,26.42,1.89,1.26,0.63,0.63,57.23,0.0
520471,Medzilaborce - Меджілабірцї,5965,49.2965271,21.9273813,520471.0,Pellegrini,0.05,0.21,0.16,14.53,21.33,0.95,2.0,3.63,0.11,56.87,0.16
520489,Michajlov,82,48.9089863,22.3357496,520489.0,Pellegrini,0.0,0.0,0.0,15.38,17.95,0.0,0.0,0.0,0.0,66.67,0.0
520497,Modra nad Cirochou,984,48.938195,22.0468268,520497.0,Pellegrini,0.24,0.47,0.0,12.47,22.35,0.94,1.88,1.18,0.0,60.47,0.0
520501,Myslina,583,48.9493918,21.8557853,520501.0,Pellegrini,0.0,0.0,0.0,13.27,37.91,0.0,2.37,2.84,0.47,43.13,0.0
520519,Ňagov - Няґів,390,49.2581173,21.9446208,520519.0,Pellegrini,0.0,0.0,0.76,19.7,19.7,2.27,1.52,0.76,0.76,54.55,0.0
520527,Nechválova Polianka - Нехвалёва Полянка,74,49.0772762,22.1050436,520527.0,Pellegrini,0.0,0.0,0.0,21.15,21.15,0.0,0.0,0.0,1.92,55.77,0.0
520535,Nižná Jablonka,147,49.1311798,22.0818853,520535.0,Pellegrini,0.0,2.17,0.0,30.43,15.22,4.35,0.0,0.0,0.0,47.83,0.0
520543,Nižné Ladičkovce,328,49.0168955,21.903712,520543.0,Pellegrini,0.0,0.0,0.0,13.95,29.46,0.78,1.55,0.78,0.0,53.49,0.0
520551,Nová Sedlica,251,49.0604567,22.523287,520551.0,Pellegrini,0.0,0.94,0.0,11.32,13.21,0.94,0.94,0.0,0.0,72.64,0.0
520560,Ohradzany,631,49.0046083,21.8388331,520560.0,Pellegrini,0.0,0.35,0.0,13.64,24.13,0.35,3.15,0.7,0.0,57.69,0.0
520578,Oľka - Олька,260,49.1524674,21.8462827,520578.0,Pellegrini,0.0,0.0,0.0,16.67,26.67,1.67,4.17,0.0,0.0,50.83,0.0
520586,Oľšinkov - Вільшинків,20,49.2048614,22.039851,520586.0,Harabin,0.0,0.0,0.0,59.09,4.55,4.55,0.0,0.0,0.0,31.82,0.0
520594,Osadné - Осадне,150,49.1610824,22.1698024,520594.0,Pellegrini,0.0,1.45,0.0,33.33,4.35,0.0,0.0,2.9,0.0,57.97,0.0
520616,Palota - Палота,193,49.2671528,22.0038796,520616.0,Pellegrini,0.0,0.0,0.0,10.87,23.91,2.17,2.17,0.0,0.0,60.87,0.0
520624,Papín,908,49.0987514,22.0613276,520624.0,Pellegrini,0.55,0.28,0.0,19.56,17.63,0.55,1.38,0.55,0.28,59.23,0.0
520632,Parihuzovce,20,49.1161344,22.2029814,520632.0,Harabin,0.0,0.0,0.0,57.14,9.52,0.0,4.76,4.76,0.0,23.81,0.0
520641,Pčoliné - Пчолине,551,49.0643879,22.1798793,520641.0,Pellegrini,0.0,0.0,0.0,23.19,14.07,0.0,2.66,0.38,0.0,59.7,0.0
520659,Pichne,559,49.0439881,22.1240828,520659.0,Pellegrini,0.0,0.4,0.0,12.96,17.81,0.0,0.4,0.81,0.0,67.21,0.4
520667,Porúbka (HE),257,48.8599838,21.9577052,520667.0,Pellegrini,0.0,0.0,0.86,6.9,25.86,0.0,0.86,1.72,0.0,62.93,0.86
520675,Príslop - Присліп,47,49.0413827,22.3182649,520675.0,Pellegrini,4.76,0.0,0.0,33.33,4.76,0.0,0.0,0.0,0.0,57.14,0.0
520683,Ptičie,638,48.9039558,21.9556483,520683.0,Pellegrini,0.0,2.75,0.0,12.55,28.24,0.39,3.14,0.78,0.0,52.16,0.0
520691,Radvaň nad Laborcom,526,49.1265833,21.9124387,520691.0,Pellegrini,0.5,0.5,0.5,23.76,17.33,1.49,0.99,2.48,0.5,51.98,0.0
520705,Repejov - Репеїв,119,49.2001009,21.8242039,520705.0,Pellegrini,0.0,1.75,0.0,14.04,22.81,5.26,0.0,3.51,1.75,50.88,0.0
520713,Roškovce - Рошківцї,141,49.2458731,21.8478139,520713.0,Pellegrini,0.0,0.0,0.0,21.21,12.12,1.52,3.03,1.52,0.0,60.61,0.0
520721,Rovné (HE),464,48.9741494,22.014804,520721.0,Pellegrini,0.0,1.84,0.0,12.88,32.52,0.61,5.52,2.45,0.61,43.56,0.0
520730,Runina - Рунина,77,49.0749796,22.4106096,520730.0,Harabin,0.0,0.0,0.0,56.25,20.83,0.0,0.0,0.0,0.0,22.92,0.0
520748,Ruská Volová,85,48.9545559,22.3690249,520748.0,Pellegrini,2.22,0.0,0.0,15.56,24.44,0.0,0.0,0.0,0.0,57.78,0.0
520764,Ruský Potok - Руськый Потік,129,49.0304218,22.4118807,520764.0,Pellegrini,0.0,0.0,0.0,15.22,13.04,0.0,2.17,2.17,0.0,67.39,0.0
520772,Slovenská Volová,561,48.9797338,21.8477797,520772.0,Pellegrini,0.0,1.8,0.6,14.97,27.54,1.2,0.0,3.59,1.2,49.1,0.0
520781,Slovenské Krivé,119,49.0727937,22.0171205,520781.0,Pellegrini,0.0,0.0,0.0,8.96,43.28,0.0,1.49,1.49,0.0,44.78,0.0
520802,Snina,18712,48.9905256,22.1586745,520802.0,Pellegrini,0.03,0.6,0.05,14.68,25.99,0.31,1.91,1.74,0.08,54.5,0.12
520811,Stakčínska Roztoka - Стащіньска Ростока,302,49.0115311,22.2936355,520811.0,Pellegrini,0.0,0.0,0.0,18.12,7.97,0.0,1.45,0.72,0.0,71.74,0.0
520829,Stakčín,2393,49.0757228,22.2778109,520829.0,Pellegrini,0.12,0.12,0.0,15.72,13.3,0.48,0.73,0.73,0.24,68.56,0.0
520845,Strihovce - Стриговець,142,48.8976434,22.2653662,520845.0,Pellegrini,0.0,0.0,0.0,14.81,9.26,0.0,0.0,1.85,0.0,74.07,0.0
520853,Sukov - Суків,153,49.221101,21.8687231,520853.0,Pellegrini,0.0,0.0,0.0,33.33,19.05,2.38,2.38,2.38,0.0,40.48,0.0
520861,Svetlice - Светліцї,89,49.1762029,22.0565372,520861.0,Pellegrini,0.0,0.0,0.0,10.87,26.09,0.0,0.0,4.35,0.0,58.7,0.0
520870,Šmigovec,81,48.8938266,22.315147,520870.0,Pellegrini,0.0,0.0,0.0,18.75,21.88,3.12,0.0,3.12,0.0,53.12,0.0
520888,Topoľa - Тополя,159,49.0499593,22.3596499,520888.0,Pellegrini,0.0,3.7,0.0,27.78,5.56,0.0,0.0,1.85,0.0,61.11,0.0
520896,Topoľovka,795,48.9273285,21.8052326,520896.0,Pellegrini,0.28,1.1,0.0,21.21,29.2,0.83,2.2,3.03,0.0,42.15,0.0
520900,Turcovce,301,49.0566906,21.8540401,520900.0,Pellegrini,0.0,0.0,0.79,18.25,10.32,0.0,2.38,0.0,0.0,67.46,0.79
520918,Ubľa,792,48.9062269,22.3908208,520918.0,Pellegrini,0.34,0.0,0.0,19.66,11.53,0.0,0.0,3.73,0.0,64.41,0.34
520926,Udavské,1231,48.9748647,21.9666165,520926.0,Pellegrini,0.0,0.19,0.19,16.22,21.81,0.19,1.74,1.74,0.0,57.53,0.39
520934,Ulič,825,48.9653593,22.4178557,520934.0,Pellegrini,0.0,0.0,0.0,14.6,13.27,0.44,2.65,0.88,0.0,68.14,0.0
520942,Uličské Krivé - Уліцьке Криве,245,48.998443,22.4448257,520942.0,Pellegrini,0.0,0.0,0.0,11.96,10.87,1.09,1.09,0.0,0.0,75.0,0.0
520951,Valentovce,42,49.1817763,21.9568131,520951.0,Pellegrini,0.0,0.0,0.0,31.03,3.45,6.9,0.0,3.45,0.0,55.17,0.0
520977,Veľopolie,362,48.9955567,21.9548416,520977.0,Pellegrini,0.0,0.0,0.0,20.71,28.4,0.59,4.14,4.14,0.0,42.01,0.0
520985,Víťazovce,300,49.0124554,21.8046988,520985.0,Pellegrini,0.74,0.74,0.0,12.59,35.56,0.74,0.74,1.48,0.74,46.67,0.0
520993,Volica - Воліця,264,49.1561608,21.9218435,520993.0,Pellegrini,0.92,1.83,0.0,11.93,23.85,0.0,0.0,2.75,0.0,58.72,0.0
521001,Výrava - Вырава,189,49.2054992,22.0054456,521001.0,Pellegrini,1.25,0.0,0.0,10.0,18.75,1.25,0.0,11.25,0.0,57.5,0.0
521019,Vyšná Jablonka - Вышня Яблінка,51,49.1708486,22.1129041,521019.0,Pellegrini,0.0,0.0,0.0,32.0,10.0,0.0,2.0,4.0,0.0,52.0,0.0
521027,Vyšné Ladičkovce,185,49.0524948,21.8939878,521027.0,Pellegrini,0.0,0.0,0.0,18.07,22.89,0.0,1.2,3.61,0.0,54.22,0.0
521035,Vyšný Hrušov,486,48.9973833,22.0151604,521035.0,Pellegrini,0.0,3.03,0.0,26.52,19.7,0.76,0.76,0.0,0.0,49.24,0.0
521043,Závadka (HE),538,48.9279395,21.8421453,521043.0,Pellegrini,0.0,0.0,0.0,15.26,17.27,0.0,3.21,2.81,0.0,61.45,0.0
521051,Zboj - Збой,285,49.0442661,22.4751186,521051.0,Pellegrini,0.7,0.0,0.0,14.08,7.75,1.41,0.0,2.82,0.0,73.24,0.0
521060,Zbojné - Збійне,162,49.1484426,21.9976473,521060.0,Pellegrini,0.0,0.0,0.0,22.62,5.95,1.19,0.0,0.0,0.0,70.24,0.0
521078,Zbudská Belá - Збудьска Біла,116,49.1644624,21.9578937,521078.0,Pellegrini,0.0,0.0,0.0,31.58,14.04,1.75,0.0,1.75,0.0,50.88,0.0
521086,Zbudské Dlhé,769,49.0789584,21.9538119,521086.0,Korčok,2.56,0.0,0.85,6.84,39.32,0.0,0.0,12.82,0.0,37.61,0.0
521108,Zemplínske Hámre,1270,48.9511086,22.1652322,521108.0,Pellegrini,0.0,0.4,0.2,13.12,19.09,1.19,0.99,1.59,0.2,63.02,0.2
521116,Zubné,354,49.0512096,22.0565488,521116.0,Pellegrini,0.0,0.0,0.0,10.14,13.77,0.0,0.0,5.8,0.0,70.29,0.0
521141,Bačkovík,579,48.7843314,21.433555,521141.0,Korčok,0.0,1.49,0.0,10.45,41.04,0.0,0.75,5.97,0.0,40.3,0.0
521159,Baška,713,48.709804,21.1779602,521159.0,Korčok,0.0,0.51,0.0,16.37,56.78,0.0,2.56,2.56,0.26,20.72,0.26
521167,Belža,411,48.5849983,21.2717182,521167.0,Korčok,0.97,0.49,0.0,13.11,45.63,0.0,0.97,2.91,0.0,35.44,0.49
521175,Beniakovce,785,48.7650496,21.3120809,521175.0,Korčok,0.0,1.23,0.0,8.31,56.92,0.31,0.31,0.92,0.31,31.69,0.0
521183,Bidovce,1629,48.7440727,21.4354146,521183.0,Korčok,0.18,0.36,0.0,10.27,42.52,0.18,1.8,2.7,0.0,41.98,0.0
521191,Blažice,651,48.6716666,21.4188773,521191.0,Pellegrini,0.0,0.56,0.0,8.94,41.34,0.56,1.68,2.23,0.0,44.69,0.0
521205,Bohdanovce,1127,48.655313,21.4036319,521205.0,Korčok,0.0,1.17,0.0,9.2,46.97,0.98,1.37,1.57,0.39,37.96,0.39
521213,Boliarov,980,48.8084865,21.4316258,521213.0,Pellegrini,0.0,1.4,0.0,6.99,31.47,0.7,0.7,13.99,0.0,44.76,0.0
521221,Budimír,1288,48.7994475,21.29543,521221.0,Korčok,0.0,0.9,0.0,11.66,52.77,0.15,2.39,3.14,0.45,28.4,0.15
521248,Bukovec (KS),851,48.7119722,21.1421899,521248.0,Korčok,0.48,0.72,0.0,12.53,54.46,0.72,1.2,5.3,0.24,24.34,0.0
521256,Bunetice,89,48.8644459,21.3940492,521256.0,Pellegrini,0.0,0.0,2.27,11.36,38.64,2.27,0.0,0.0,0.0,45.45,0.0
521264,Buzica - Buzita,1212,48.5260477,21.091417,521264.0,Forró,0.32,0.64,40.51,6.43,23.79,0.0,0.32,4.82,0.32,22.83,0.0
521272,Cestice - Szeszta,831,48.5851643,21.0968249,521272.0,Korčok,0.0,0.0,23.21,14.29,29.76,0.89,0.3,2.98,0.0,28.57,0.0
521281,Čakanovce (KS),688,48.7721272,21.4351829,521281.0,Korčok,0.0,0.0,0.0,17.93,41.85,0.54,2.72,0.54,0.0,36.41,0.0
521299,Čaňa,5864,48.607581,21.3162458,521299.0,Korčok,0.15,0.29,0.05,15.64,41.98,0.49,1.96,2.35,0.1,37.0,0.0
521302,Čečejovce,2113,48.594474,21.0619438,521302.0,Korčok,0.0,0.38,12.02,11.13,40.15,0.51,1.02,3.58,0.51,30.56,0.13
521311,Čižatice,414,48.7914397,21.3872866,521311.0,Korčok,0.0,0.0,0.0,15.03,45.08,0.0,2.59,2.07,0.52,34.72,0.0
521329,Debraď - Debrőd,409,48.6532372,20.9768726,521329.0,Forró,0.0,0.0,46.71,5.92,21.71,0.0,0.66,3.29,0.0,21.71,0.0
521337,Drienovec,2366,48.6178633,20.9417114,521337.0,Pellegrini,0.0,0.24,22.95,11.59,28.5,0.24,0.48,4.59,0.24,31.16,0.0
521345,Družstevná pri Hornáde,2764,48.8073449,21.2535707,521345.0,Korčok,0.11,1.24,0.0,15.48,38.76,0.68,2.03,4.07,0.34,37.18,0.11
521353,Ďurďošík,667,48.7388929,21.4053202,521353.0,Korčok,0.0,0.55,0.27,12.84,48.09,0.0,1.64,1.09,0.0,35.25,0.27
521361,Ďurkov,1926,48.7099022,21.443212,521361.0,Pellegrini,0.22,0.65,0.43,14.22,37.07,0.22,1.72,3.02,0.0,42.46,0.0
521370,Geča,1822,48.6236965,21.3094911,521370.0,Korčok,0.12,0.7,0.12,12.91,45.19,0.12,1.88,2.46,0.12,36.38,0.0
521388,Gyňov,669,48.5860334,21.3076352,521388.0,Korčok,0.0,0.71,0.36,15.0,40.36,0.71,2.86,1.79,0.36,37.86,0.0
521396,Hačava,203,48.6730185,20.8253541,521396.0,Pellegrini,3.51,5.26,0.0,7.02,26.32,0.0,1.75,10.53,1.75,42.11,1.75
521400,Haniska (KS),1494,48.6219457,21.2529217,521400.0,Korčok,0.0,0.6,0.3,9.04,50.6,0.15,2.11,2.71,0.3,33.89,0.3
521418,Herľany,286,48.799165,21.4896762,521418.0,Pellegrini,0.0,0.0,0.0,10.49,40.56,0.7,3.5,0.7,0.7,43.36,0.0
521426,Hodkovce,339,48.6797703,21.0941781,521426.0,Korčok,0.0,3.37,0.0,7.87,47.75,0.0,1.69,3.37,0.0,35.39,0.56
521442,Hrašovík,383,48.7442651,21.323722,521442.0,Korčok,0.0,0.0,0.0,19.91,47.69,0.93,1.39,3.7,0.0,26.39,0.0
521469,Hýľov,512,48.7327537,21.0808644,521469.0,Korčok,0.0,0.0,0.39,11.2,52.9,1.16,3.86,1.16,0.0,28.96,0.39
521477,Chrastné,632,48.7962405,21.3587728,521477.0,Korčok,0.0,0.37,0.75,15.3,40.67,0.37,2.24,2.61,0.0,37.69,0.0
521485,Janík - Jánok,614,48.5451741,20.9738246,521485.0,Pellegrini,0.0,0.85,15.81,11.54,32.48,0.0,0.0,5.56,0.0,33.76,0.0
521493,Jasov,3535,48.7000096,20.9519583,521493.0,Pellegrini,0.0,0.68,7.71,12.5,32.71,0.17,0.51,5.82,0.0,39.73,0.17
521507,Kalša,724,48.6128479,21.5210476,521507.0,Pellegrini,0.36,0.36,0.0,10.22,42.34,0.36,1.82,1.82,0.0,42.7,0.0
521523,Kecerovce,3794,48.8241437,21.4066696,521523.0,Matovič,0.0,0.0,0.0,11.21,26.29,0.43,3.45,31.47,0.0,27.16,0.0
521540,Kecerovský Lipovec,113,48.851024,21.4599522,521540.0,Pellegrini,0.0,1.79,0.0,10.71,42.86,0.0,0.0,0.0,0.0,44.64,0.0
521558,Kokšov-Bakša,1251,48.6420646,21.3213343,521558.0,Korčok,0.0,0.35,0.17,10.61,48.52,0.7,1.22,1.91,0.0,36.52,0.0
521566,Komárovce - Komaróc,405,48.5696154,21.1119334,521566.0,Forró,0.0,0.0,40.27,13.42,18.79,0.0,0.0,1.34,0.0,25.5,0.67
521574,Košická Belá,986,48.8101557,21.0977632,521574.0,Korčok,0.0,0.22,0.0,15.54,46.17,1.09,1.97,1.31,0.0,33.7,0.0
521582,Košická Polianka,1030,48.694261,21.3547104,521582.0,Korčok,0.0,0.24,0.0,16.9,40.24,0.24,0.24,4.29,0.0,37.86,0.0
521591,Košické Oľšany,1348,48.7295367,21.3514504,521591.0,Korčok,0.65,1.09,0.22,14.6,45.97,0.65,3.27,3.27,0.0,30.28,0.0
521604,Košický Klečenov,296,48.7415882,21.5252878,521604.0,Korčok,0.0,1.37,0.0,13.7,39.04,0.0,2.74,3.42,0.68,39.04,0.0
521612,Kráľovce,1149,48.8058178,21.3357278,521612.0,Korčok,0.28,1.42,0.85,13.68,39.89,0.85,2.28,5.98,0.28,34.47,0.0
521639,Kysak,1469,48.8490095,21.1992811,521639.0,Korčok,0.0,1.71,0.14,12.14,54.14,0.71,1.43,2.57,0.0,27.14,0.0
521655,Malá Ida,1701,48.6768009,21.1661515,521655.0,Korčok,0.1,0.82,0.41,11.24,54.95,0.72,2.15,2.04,0.1,27.48,0.0
521663,Malá Lodina,228,48.8718351,21.1003271,521663.0,Korčok,0.0,1.32,0.0,21.19,46.36,0.0,1.32,1.32,0.0,28.48,0.0
521671,Medzev,4107,48.7084469,20.8714408,521671.0,Korčok,0.11,0.11,0.63,11.32,43.28,1.27,1.9,3.81,0.0,37.57,0.0
521680,Mokrance - Makranc,1367,48.5975862,21.0238658,521680.0,Korčok,0.0,0.16,13.75,8.51,44.03,0.98,0.82,2.62,0.0,29.13,0.0
521698,Moldava nad Bodvou - Szepsi,10305,48.6037857,20.9934064,521698.0,Korčok,0.04,0.34,19.26,8.78,37.12,0.57,0.84,3.57,0.08,29.37,0.04
521701,Mudrovce,65,48.8327628,21.4677182,521701.0,Korčok,0.0,0.0,0.0,11.54,42.31,3.85,0.0,0.0,0.0,42.31,0.0
521728,Nižná Kamenica,624,48.7670797,21.5032594,521728.0,Korčok,0.0,0.0,0.0,11.72,48.28,0.34,1.03,1.72,0.0,36.55,0.34
521736,Nižná Myšľa,1568,48.6300816,21.3594987,521736.0,Korčok,0.18,0.18,0.0,15.84,45.49,0.74,1.66,1.84,0.0,33.52,0.55
521744,Nižný Čaj,286,48.6700157,21.3918371,521744.0,Pellegrini,0.0,0.87,0.0,7.83,37.39,0.0,1.74,0.0,0.0,52.17,0.0
521752,Nižný Klátov,878,48.7342854,21.1488895,521752.0,Korčok,0.0,0.43,0.22,12.61,48.26,0.65,2.39,1.09,0.43,33.91,0.0
521761,Nižný Lánec - Alsólánc,447,48.5356785,21.1108687,521761.0,Forró,0.0,0.0,59.55,3.37,16.85,0.0,0.0,5.62,0.0,14.61,0.0
521779,Turnianska Nová Ves - Tornaújfalu,308,48.5708547,20.8924974,521779.0,Forró,0.0,0.0,64.63,2.72,12.24,0.0,3.4,0.68,0.0,16.33,0.0
521787,Nováčany,749,48.6968215,21.0639638,521787.0,Korčok,0.0,0.38,0.0,15.21,40.3,0.0,2.28,4.18,0.38,37.26,0.0
521795,Nová Polhora,504,48.8295239,21.3189925,521795.0,Pellegrini,0.0,0.36,0.0,14.6,38.69,1.09,1.82,2.55,0.0,40.88,0.0
521809,Nový Salaš,221,48.6027614,21.4909759,521809.0,Korčok,0.0,2.7,0.0,8.11,45.05,0.0,0.0,2.7,0.0,41.44,0.0
521817,Obišovce,471,48.8664755,21.2281778,521817.0,Korčok,0.0,0.42,0.0,20.08,48.54,0.0,2.09,3.35,0.0,25.52,0.0
521825,Olšovany,676,48.7112231,21.4008638,521825.0,Pellegrini,0.0,1.12,0.37,15.24,39.78,0.37,0.74,1.12,0.0,41.26,0.0
521833,Opátka,103,48.785087,21.0441314,521833.0,Korčok,0.0,0.0,0.0,17.11,50.0,2.63,3.95,2.63,2.63,21.05,0.0
521841,Opiná,196,48.8663147,21.4343389,521841.0,Pellegrini,0.0,0.0,0.0,15.87,26.98,3.17,3.17,0.0,0.0,50.79,0.0
521850,Paňovce,589,48.6489789,21.0662549,521850.0,Korčok,0.0,0.0,2.74,13.36,46.23,0.34,0.34,2.74,0.68,33.56,0.0
521868,Peder - Péder,389,48.5705458,20.9466611,521868.0,Forró,0.0,0.0,43.88,11.22,19.39,0.0,0.0,1.02,0.0,23.47,1.02
521876,Perín-Chym - Perény - Hím,1532,48.5424183,21.1646044,521876.0,Pellegrini,0.0,0.61,12.42,11.67,35.61,0.76,0.91,1.36,0.0,36.36,0.3
521884,Ploské (KS),952,48.8234467,21.3416707,521884.0,Pellegrini,0.23,0.0,0.0,16.03,34.09,1.35,1.35,0.68,0.23,45.82,0.23
521892,Poproč (KS),2681,48.7316146,20.9752068,521892.0,Pellegrini,0.09,0.34,0.09,18.07,32.82,1.19,1.96,2.64,0.17,42.54,0.09
521906,Rákoš (KS),359,48.6404801,21.4327432,521906.0,Korčok,0.0,1.3,0.0,8.44,42.86,0.65,5.19,4.55,0.0,37.01,0.0
521914,Rankovce,954,48.8159423,21.4844122,521914.0,Matovič,0.0,0.0,0.0,9.23,21.54,0.0,2.31,41.54,0.0,25.38,0.0
521922,Rešica - Reste,335,48.5424454,21.0314185,521922.0,Forró,0.0,0.68,46.94,10.2,14.97,0.0,0.0,0.68,0.0,26.53,0.0
521931,Rozhanovce,2591,48.7615198,21.3549759,521931.0,Korčok,0.0,1.2,0.09,9.05,53.29,0.34,1.96,2.13,0.26,31.68,0.0
521949,Rudník (KS),608,48.701636,21.0193986,521949.0,Pellegrini,0.0,0.39,0.0,19.61,29.8,0.39,2.75,1.18,0.0,45.88,0.0
